Date,Interest
2020-08-19,48
2020-08-20,57
2020-08-21,62
2020-08-22,68
2020-08-23,67
2020-08-24,51
2020-08-25,47
2020-08-26,45
2020-08-27,48
2020-08-28,48
2020-08-29,60
2020-08-30,64
2020-08-31,48
2020-09-01,53
2020-09-02,52
2020-09-03,48
2020-09-04,49
2020-09-05,63
2020-09-06,69
2020-09-07,68
2020-09-08,52
2020-09-09,52
2020-09-10,60
2020-09-11,76
2020-09-12,100
2020-09-13,91
2020-09-14,75
2020-09-15,62
2020-09-16,58
2020-09-17,61
2020-09-18,58
2020-09-19,74
2020-09-20,78
2020-09-21,54
2020-09-22,51
2020-09-23,50
2020-09-24,49
2020-09-25,51
2020-09-26,64
2020-09-27,64
2020-09-28,50
2020-09-29,48
2020-09-30,44
2020-10-01,52
2020-10-02,52
2020-10-03,69
2020-10-04,66
2020-10-05,49
2020-10-06,48
2020-10-07,54
2020-10-08,47
2020-10-09,49
2020-10-10,60
2020-10-11,60
2020-10-12,50
2020-10-13,45
2020-10-14,44
2020-10-15,43
2020-10-16,49
2020-10-17,64
2020-10-18,63
2020-10-19,46
2020-10-20,46
2020-10-21,47
2020-10-22,48
2020-10-23,51
2020-10-24,65
2020-10-25,67
2020-10-26,50
2020-10-27,48
2020-10-28,47
2020-10-29,48
2020-10-30,56
2020-10-31,68
2020-11-01,71
2020-11-02,50
2020-11-03,42
2020-11-04,23
2020-11-05,30
2020-11-06,36
2020-11-07,45
2020-11-08,50
2020-11-09,44
2020-11-10,42
2020-11-11,48
2020-11-12,44
2020-11-13,46
2020-11-14,62
2020-11-15,66
2020-11-16,48
2020-11-17,45
2020-11-18,44
2020-11-19,42
2020-11-20,44
2020-11-21,56
2020-11-22,63
2020-11-23,51
2020-11-24,48
2020-11-25,52
2020-11-26,58
2020-11-27,59
2020-11-28,63
2020-11-29,60
2020-11-30,48
2020-12-01,48
2020-12-02,44
2020-12-03,45
2020-12-04,51
2020-12-05,76
2020-12-06,74
2020-12-07,53
2020-12-08,48
2020-12-09,47
2020-12-10,45
2020-12-11,48
2020-12-12,64
2020-12-13,67
2020-12-14,51
2020-12-15,46
2020-12-16,50
2020-12-17,51
2020-12-18,52
2020-12-19,63
2020-12-20,65
2020-12-21,54
2020-12-22,51
2020-12-23,52
2020-12-24,59
2020-12-25,72
2020-12-26,73
2020-12-27,73
2020-12-28,63
2020-12-29,60
2020-12-30,60
2020-12-31,67
2021-01-01,100
2021-01-02,96
2021-01-03,88
2021-01-04,62
2021-01-05,59
2021-01-06,51
2021-01-07,49
2021-01-08,56
2021-01-09,67
2021-01-10,76
2021-01-11,57
2021-01-12,54
2021-01-13,58
2021-01-14,56
2021-01-15,59
2021-01-16,77
2021-01-17,83
2021-01-18,78
2021-01-19,69
2021-01-20,58
2021-01-21,58
2021-01-22,62
2021-01-23,79
2021-01-24,83
2021-01-25,60
2021-01-26,58
2021-01-27,59
2021-01-28,58
2021-01-29,59
2021-01-30,82
2021-01-31,85
2021-02-01,67
2021-02-02,58
2021-02-03,57
2021-02-04,53
2021-02-05,56
2021-02-06,71
2021-02-07,75
2021-02-08,49
2021-02-09,52
2021-02-10,52
2021-02-11,53
2021-02-12,60
2021-02-13,71
2021-02-14,85
2021-02-15,76
2021-02-16,62
2021-02-17,55
2021-02-18,57
2021-02-19,59
2021-02-20,71
2021-02-21,81
2021-02-22,59
2021-02-23,52
2021-02-24,48
2021-02-25,49
2021-02-26,50
2021-02-27,70
2021-02-28,70
2021-03-01,58
2021-03-02,51
2021-03-03,49
2021-03-04,49
2021-03-05,49
2021-03-06,61
2021-03-07,66
2021-03-08,47
2021-03-09,46
2021-03-10,44
2021-03-11,44
2021-03-12,49
2021-03-13,61
2021-03-14,66
2021-03-15,44
2021-03-16,45
2021-03-17,44
2021-03-18,45
2021-03-19,46
2021-03-20,57
2021-03-21,63
2021-03-22,46
2021-03-23,44
2021-03-24,45
2021-03-25,45
2021-03-26,47
2021-03-27,58
2021-03-28,63
2021-03-29,48
2021-03-30,44
2021-03-31,44
2021-04-01,46
2021-04-02,48
2021-04-03,56
2021-04-04,58
2021-04-05,48
2021-04-06,43
2021-04-07,42
2021-04-08,42
2021-04-09,44
2021-04-10,57
2021-04-11,58
2021-04-12,46
2021-04-13,43
2021-04-14,44
2021-04-15,42
2021-04-16,43
2021-04-17,56
2021-04-18,59
2021-04-19,45
2021-04-20,45
2021-04-21,45
2021-04-22,46
2021-04-23,47
2021-04-24,64
2021-04-25,69
2021-04-26,53
2021-04-27,44
2021-04-28,45
2021-04-29,44
2021-04-30,46
2021-05-01,55
2021-05-02,62
2021-05-03,48
2021-05-04,46
2021-05-05,43
2021-05-06,42
2021-05-07,45
2021-05-08,55
2021-05-09,61
2021-05-10,48
2021-05-11,45
2021-05-12,43
2021-05-13,42
2021-05-14,45
2021-05-15,59
2021-05-16,64
2021-05-17,48
2021-05-18,44
2021-05-19,43
2021-05-20,41
2021-05-21,44
2021-05-22,50
2021-05-23,60
2021-05-24,45
2021-05-25,43
2021-05-26,41
2021-05-27,43
2021-05-28,47
2021-05-29,55
2021-05-30,63
2021-05-31,63
2021-06-01,49
2021-06-02,44
2021-06-03,44
2021-06-04,46
2021-06-05,52
2021-06-06,57
2021-06-07,45
2021-06-08,45
2021-06-09,44
2021-06-10,44
2021-06-11,47
2021-06-12,55
2021-06-13,59
2021-06-14,47
2021-06-15,45
2021-06-16,42
2021-06-17,43
2021-06-18,46
2021-06-19,52
2021-06-20,53
2021-06-21,47
2021-06-22,46
2021-06-23,46
2021-06-24,47
2021-06-25,46
2021-06-26,59
2021-06-27,62
2021-06-28,49
2021-06-29,49
2021-06-30,49
2021-07-01,73
2021-07-02,79
2021-07-03,89
2021-07-04,86
2021-07-05,84
2021-07-06,75
2021-07-07,68
2021-07-08,71
2021-07-09,75
2021-07-10,82
2021-07-11,84
2021-07-12,72
2021-07-13,68
2021-07-14,64
2021-07-15,68
2021-07-16,72
2021-07-17,81
2021-07-18,85
2021-07-19,72
2021-07-20,66
2021-07-21,66
2021-07-22,64
2021-07-23,67
2021-07-24,80
2021-07-25,82
2021-07-26,68
2021-07-27,63
2021-07-28,64
2021-07-29,61
2021-07-30,65
2021-07-31,76
2021-08-01,84
2021-08-02,68
2021-08-03,66
2021-08-04,62
2021-08-05,65
2021-08-06,68
2021-08-07,81
2021-08-08,87
2021-08-09,71
2021-08-10,68
2021-08-11,66
2021-08-12,62
2021-08-13,67
2021-08-14,81
2021-08-15,89
2021-08-16,68
2021-08-17,63
2021-08-18,61
2021-08-19,63
2021-08-20,68
2021-08-21,85
2021-08-22,92
2021-08-23,73
2021-08-24,65
2021-08-25,62
2021-08-26,66
2021-08-27,69
2021-08-28,84
2021-08-29,88
2021-08-30,68
2021-08-31,64
2021-09-01,66
2021-09-02,64
2021-09-03,65
2021-09-04,82
2021-09-05,87
2021-09-06,90
2021-09-07,66
2021-09-08,61
2021-09-09,63
2021-09-10,62
2021-09-11,77
2021-09-12,86
2021-09-13,64
2021-09-14,59
2021-09-15,60
2021-09-16,62
2021-09-17,65
2021-09-18,81
2021-09-19,81
2021-09-20,67
2021-09-21,62
2021-09-22,64
2021-09-23,64
2021-09-24,61
2021-09-25,87
2021-09-26,95
2021-09-27,68
2021-09-28,67
2021-09-29,67
2021-09-30,69
2021-10-01,74
2021-10-02,92
2021-10-03,100
2021-10-04,82
2021-10-05,79
2021-10-06,77
2021-10-07,75
2021-10-08,79
2021-10-09,96
2021-10-10,96
2021-10-11,80
2021-10-12,77
2021-10-13,76
2021-10-14,73
2021-10-15,81
2021-10-16,96
2021-10-17,96
2021-10-18,75
2021-10-19,71
2021-10-20,75
2021-10-21,76
2021-10-22,74
2021-10-23,87
2021-10-24,91
2021-10-25,75
2021-10-26,70
2021-10-27,68
2021-10-28,70
2021-10-29,72
2021-10-30,84
2021-10-31,88
2021-11-01,68
2021-11-02,65
2021-11-03,64
2021-11-04,70
2021-11-05,72
2021-11-06,91
2021-11-07,91
2021-11-08,70
2021-11-09,65
2021-11-10,63
2021-11-11,66
2021-11-12,69
2021-11-13,88
2021-11-14,94
2021-11-15,68
2021-11-16,59
2021-11-17,62
2021-11-18,63
2021-11-19,70
2021-11-20,87
2021-11-21,93
2021-11-22,72
2021-11-23,70
2021-11-24,74
2021-11-25,82
2021-11-26,89
2021-11-27,94
2021-11-28,98
2021-11-29,71
2021-11-30,65
2021-12-01,65
2021-12-02,65
2021-12-03,67
2021-12-04,80
2021-12-05,86
2021-12-06,67
2021-12-07,64
2021-12-08,64
2021-12-09,61
2021-12-10,70
2021-12-11,82
2021-12-12,86
2021-12-13,66
2021-12-14,65
2021-12-15,63
2021-12-16,65
2021-12-17,66
2021-12-18,83
2021-12-19,86
2021-12-20,73
2021-12-21,71
2021-12-22,69
2021-12-23,73
2021-12-24,81
2021-12-25,95
2021-12-26,100
2021-12-27,85
2021-12-28,88
2021-12-29,84
2021-12-30,86
2021-12-31,89
2022-01-01,96
2022-01-02,100
2022-01-03,76
2022-01-04,76
2022-01-05,69
2022-01-06,56
2022-01-07,75
2022-01-08,92
2022-01-09,90
2022-01-10,60
2022-01-11,60
2022-01-12,64
2022-01-13,68
2022-01-14,59
2022-01-15,98
2022-01-16,84
2022-01-17,74
2022-01-18,55
2022-01-19,59
2022-01-20,62
2022-01-21,78
2022-01-22,89
2022-01-23,81
2022-01-24,76
2022-01-25,53
2022-01-26,53
2022-01-27,54
2022-01-28,64
2022-01-29,94
2022-01-30,87
2022-01-31,62
2022-02-01,62
2022-02-02,63
2022-02-03,69
2022-02-04,70
2022-02-05,77
2022-02-06,83
2022-02-07,62
2022-02-08,55
2022-02-09,53
2022-02-10,44
2022-02-11,59
2022-02-12,77
2022-02-13,72
2022-02-14,53
2022-02-15,57
2022-02-16,56
2022-02-17,58
2022-02-18,64
2022-02-19,79
2022-02-20,86
2022-02-21,68
2022-02-22,59
2022-02-23,58
2022-02-24,54
2022-02-25,60
2022-02-26,73
2022-02-27,81
2022-02-28,60
2022-03-01,55
2022-03-02,50
2022-03-03,51
2022-03-04,55
2022-03-05,70
2022-03-06,77
2022-03-07,59
2022-03-08,55
2022-03-09,53
2022-03-10,51
2022-03-11,55
2022-03-12,71
2022-03-13,75
2022-03-14,56
2022-03-15,53
2022-03-16,51
2022-03-17,58
2022-03-18,63
2022-03-19,74
2022-03-20,77
2022-03-21,60
2022-03-22,53
2022-03-23,54
2022-03-24,54
2022-03-25,56
2022-03-26,67
2022-03-27,75
2022-03-28,54
2022-03-29,51
2022-03-30,51
2022-03-31,49
2022-04-01,53
2022-04-02,69
2022-04-03,71
2022-04-04,52
2022-04-05,50
2022-04-06,53
2022-04-07,52
2022-04-08,58
2022-04-09,67
2022-04-10,71
2022-04-11,57
2022-04-12,52
2022-04-13,55
2022-04-14,56
2022-04-15,61
2022-04-16,70
2022-04-17,75
2022-04-18,63
2022-04-19,65
2022-04-20,95
2022-04-21,86
2022-04-22,74
2022-04-23,77
2022-04-24,81
2022-04-25,63
2022-04-26,58
2022-04-27,56
2022-04-28,56
2022-04-29,59
2022-04-30,72
2022-05-01,77
2022-05-02,58
2022-05-03,51
2022-05-04,53
2022-05-05,52
2022-05-06,55
2022-05-07,68
2022-05-08,70
2022-05-09,55
2022-05-10,50
2022-05-11,53
2022-05-12,55
2022-05-13,56
2022-05-14,70
2022-05-15,73
2022-05-16,56
2022-05-17,57
2022-05-18,57
2022-05-19,54
2022-05-20,57
2022-05-21,67
2022-05-22,67
2022-05-23,55
2022-05-24,56
2022-05-25,50
2022-05-26,55
2022-05-27,62
2022-05-28,68
2022-05-29,74
2022-05-30,74
2022-05-31,64
2022-06-01,61
2022-06-02,60
2022-06-03,57
2022-06-04,67
2022-06-05,73
2022-06-06,59
2022-06-07,61
2022-06-08,58
2022-06-09,60
2022-06-10,61
2022-06-11,69
2022-06-12,77
2022-06-13,65
2022-06-14,58
2022-06-15,62
2022-06-16,59
2022-06-17,58
2022-06-18,73
2022-06-19,76
2022-06-20,64
2022-06-21,60
2022-06-22,61
2022-06-23,59
2022-06-24,60
2022-06-25,66
2022-06-26,71
2022-06-27,60
2022-06-28,54
2022-06-29,55
2022-06-30,59
2022-07-01,71
2022-07-02,70
2022-07-03,72
2022-07-04,72
2022-07-05,54
2022-07-06,56
2022-07-07,55
2022-07-08,59
2022-07-09,67
2022-07-10,72
2022-07-11,60
2022-07-12,57
2022-07-13,55
2022-07-14,61
2022-07-15,69
2022-07-16,83
2022-07-17,88
2022-07-18,68
2022-07-19,72
2022-07-20,71
2022-07-21,62
2022-07-22,59
2022-07-23,71
2022-07-24,77
2022-07-25,61
2022-07-26,60
2022-07-27,56
2022-07-28,61
2022-07-29,62
2022-07-30,67
2022-07-31,79
2022-08-01,64
2022-08-02,62
2022-08-03,58
2022-08-04,56
2022-08-05,61
2022-08-06,70
2022-08-07,82
2022-08-08,64
2022-08-09,58
2022-08-10,56
2022-08-11,58
2022-08-12,55
2022-08-13,66
2022-08-14,73
2022-08-15,59
2022-08-16,58
2022-08-17,61
2022-08-18,64
2022-08-19,63
2022-08-20,76
2022-08-21,84
2022-08-22,63
2022-08-23,61
2022-08-24,58
2022-08-25,58
2022-08-26,62
2022-08-27,75
2022-08-28,79
2022-08-29,57
2022-08-30,58
2022-08-31,54
2022-09-01,52
2022-09-02,53
2022-09-03,64
2022-09-04,70
2022-09-05,74
2022-09-06,57
2022-09-07,52
2022-09-08,50
2022-09-09,53
2022-09-10,62
2022-09-11,66
2022-09-12,52
2022-09-13,49
2022-09-14,49
2022-09-15,51
2022-09-16,53
2022-09-17,64
2022-09-18,68
2022-09-19,49
2022-09-20,48
2022-09-21,56
2022-09-22,68
2022-09-23,70
2022-09-24,89
2022-09-25,100
2022-09-26,75
2022-09-27,72
2022-09-28,73
2022-09-29,67
2022-09-30,74
2022-10-01,82
2022-10-02,85
2022-10-03,65
2022-10-04,62
2022-10-05,62
2022-10-06,58
2022-10-07,65
2022-10-08,71
2022-10-09,74
2022-10-10,62
2022-10-11,57
2022-10-12,54
2022-10-13,60
2022-10-14,63
2022-10-15,73
2022-10-16,75
2022-10-17,59
2022-10-18,59
2022-10-19,63
2022-10-20,57
2022-10-21,58
2022-10-22,70
2022-10-23,76
2022-10-24,59
2022-10-25,55
2022-10-26,54
2022-10-27,57
2022-10-28,59
2022-10-29,67
2022-10-30,74
2022-10-31,61
2022-11-01,56
2022-11-02,55
2022-11-03,56
2022-11-04,61
2022-11-05,69
2022-11-06,70
2022-11-07,53
2022-11-08,53
2022-11-09,47
2022-11-10,54
2022-11-11,57
2022-11-12,68
2022-11-13,66
2022-11-14,53
2022-11-15,49
2022-11-16,50
2022-11-17,52
2022-11-18,56
2022-11-19,67
2022-11-20,70
2022-11-21,57
2022-11-22,58
2022-11-23,68
2022-11-24,83
2022-11-25,81
2022-11-26,82
2022-11-27,84
2022-11-28,62
2022-11-29,56
2022-11-30,57
2022-12-01,60
2022-12-02,62
2022-12-03,74
2022-12-04,77
2022-12-05,60
2022-12-06,52
2022-12-07,57
2022-12-08,63
2022-12-09,60
2022-12-10,69
2022-12-11,72
2022-12-12,58
2022-12-13,53
2022-12-14,56
2022-12-15,63
2022-12-16,62
2022-12-17,71
2022-12-18,72
2022-12-19,63
2022-12-20,59
2022-12-21,62
2022-12-22,65
2022-12-23,71
2022-12-24,71
2022-12-25,80
2022-12-26,82
2022-12-27,75
2022-12-28,73
2022-12-29,67
2022-12-30,66
2022-12-31,73
2023-01-01,91
2023-01-02,95
2023-01-03,76
2023-01-04,72
2023-01-05,77
2023-01-06,75
2023-01-07,86
2023-01-08,91
2023-01-09,68
2023-01-10,63
2023-01-11,66
2023-01-12,62
2023-01-13,66
2023-01-14,84
2023-01-15,88
2023-01-16,76
2023-01-17,66
2023-01-18,61
2023-01-19,68
2023-01-20,69
2023-01-21,81
2023-01-22,92
2023-01-23,67
2023-01-24,63
2023-01-25,65
2023-01-26,64
2023-01-27,70
2023-01-28,87
2023-01-29,87
2023-01-30,66
2023-01-31,66
2023-02-01,75
2023-02-02,79
2023-02-03,81
2023-02-04,97
2023-02-05,96
2023-02-06,61
2023-02-07,60
2023-02-08,55
2023-02-09,60
2023-02-10,65
2023-02-11,80
2023-02-12,78
2023-02-13,54
2023-02-14,58
2023-02-15,64
2023-02-16,64
2023-02-17,66
2023-02-18,79
2023-02-19,84
2023-02-20,72
2023-02-21,62
2023-02-22,63
2023-02-23,71
2023-02-24,71
2023-02-25,87
2023-02-26,87
2023-02-27,67
2023-02-28,58
2023-03-01,59
2023-03-02,62
2023-03-03,66
2023-03-04,83
2023-03-05,100
2023-03-06,71
2023-03-07,61
2023-03-08,59
2023-03-09,57
2023-03-10,65
2023-03-11,79
2023-03-12,83
2023-03-13,65
2023-03-14,61
2023-03-15,64
2023-03-16,58
2023-03-17,62
2023-03-18,74
2023-03-19,82
2023-03-20,59
2023-03-21,60
2023-03-22,56
2023-03-23,58
2023-03-24,62
2023-03-25,78
2023-03-26,81
2023-03-27,61
2023-03-28,56
2023-03-29,56
2023-03-30,56
2023-03-31,64
2023-04-01,75
2023-04-02,77
2023-04-03,62
2023-04-04,53
2023-04-05,54
2023-04-06,58
2023-04-07,69
2023-04-08,81
2023-04-09,87
2023-04-10,71
2023-04-11,62
2023-04-12,61
2023-04-13,59
2023-04-14,70
2023-04-15,80
2023-04-16,87
2023-04-17,99
2023-04-18,61
2023-04-19,65
2023-04-20,62
2023-04-21,64
2023-04-22,85
2023-04-23,87
2023-04-24,65
2023-04-25,60
2023-04-26,59
2023-04-27,55
2023-04-28,58
2023-04-29,71
2023-04-30,82
2023-05-01,61
2023-05-02,54
2023-05-03,55
2023-05-04,55
2023-05-05,55
2023-05-06,66
2023-05-07,70
2023-05-08,54
2023-05-09,54
2023-05-10,51
2023-05-11,52
2023-05-12,57
2023-05-13,73
2023-05-14,77
2023-05-15,60
2023-05-16,60
2023-05-17,57
2023-05-18,58
2023-05-19,58
2023-05-20,74
2023-05-21,77
2023-05-22,60
2023-05-23,62
2023-05-24,75
2023-05-25,77
2023-05-26,80
2023-05-27,88
2023-05-28,86
2023-05-29,86
2023-05-30,66
2023-05-31,60
2023-06-01,59
2023-06-02,64
2023-06-03,79
2023-06-04,87
2023-06-05,68
2023-06-06,67
2023-06-07,66
2023-06-08,67
2023-06-09,66
2023-06-10,76
2023-06-11,83
2023-06-12,68
2023-06-13,63
2023-06-14,63
2023-06-15,61
2023-06-16,67
2023-06-17,79
2023-06-18,83
2023-06-19,77
2023-06-20,67
2023-06-21,64
2023-06-22,62
2023-06-23,68
2023-06-24,78
2023-06-25,81
2023-06-26,68
2023-06-27,63
2023-06-28,59
2023-06-29,62
2023-06-30,67
2023-07-01,80
2023-07-02,88
2023-07-03,74
2023-07-04,85
2023-07-05,67
2023-07-06,68
2023-07-07,72
2023-07-08,93
2023-07-09,98
2023-07-10,69
2023-07-11,69
2023-07-12,70
2023-07-13,69
2023-07-14,70
2023-07-15,82
2023-07-16,89
2023-07-17,70
2023-07-18,64
2023-07-19,70
2023-07-20,70
2023-07-21,66
2023-07-22,75
2023-07-23,85
2023-07-24,70
2023-07-25,65
2023-07-26,64
2023-07-27,63
2023-07-28,69
2023-07-29,77
2023-07-30,83
2023-07-31,64
2023-08-01,62
2023-08-02,61
2023-08-03,61
2023-08-04,65
2023-08-05,76
2023-08-06,81
2023-08-07,69
2023-08-08,64
2023-08-09,60
2023-08-10,66
2023-08-11,68
2023-08-12,83
2023-08-13,88
2023-08-14,70
2023-08-15,62
2023-08-16,65
2023-08-17,64
2023-08-18,65
2023-08-19,81
2023-08-20,85
2023-08-21,67
2023-08-22,64
2023-08-23,64
2023-08-24,60
2023-08-25,62
2023-08-26,78
2023-08-27,84
2023-08-28,65
2023-08-29,59
2023-08-30,62
2023-08-31,67
2023-09-01,73
2023-09-02,82
2023-09-03,91
2023-09-04,100
2023-09-05,70
2023-09-06,67
2023-09-07,63
2023-09-08,63
2023-09-09,79
2023-09-10,80
2023-09-11,64
2023-09-12,57
2023-09-13,61
2023-09-14,62
2023-09-15,59
2023-09-16,73
2023-09-17,85
2023-09-18,64
2023-09-19,57
2023-09-20,57
2023-09-21,58
2023-09-22,68
2023-09-23,80
2023-09-24,82
2023-09-25,65
2023-09-26,58
2023-09-27,59
2023-09-28,59
2023-09-29,64
2023-09-30,79
2023-10-01,81
2023-10-02,63
2023-10-03,61
2023-10-04,62
2023-10-05,60
2023-10-06,65
2023-10-07,77
2023-10-08,80
2023-10-09,64
2023-10-10,60
2023-10-11,64
2023-10-12,61
2023-10-13,68
2023-10-14,82
2023-10-15,84
2023-10-16,62
2023-10-17,59
2023-10-18,61
2023-10-19,71
2023-10-20,67
2023-10-21,79
2023-10-22,88
2023-10-23,66
2023-10-24,62
2023-10-25,59
2023-10-26,59
2023-10-27,62
2023-10-28,74
2023-10-29,81
2023-10-30,65
2023-10-31,66
2023-11-01,63
2023-11-02,60
2023-11-03,65
2023-11-04,78
2023-11-05,79
2023-11-06,63
2023-11-07,62
2023-11-08,61
2023-11-09,58
2023-11-10,68
2023-11-11,84
2023-11-12,88
2023-11-13,69
2023-11-14,59
2023-11-15,62
2023-11-16,65
2023-11-17,62
2023-11-18,80
2023-11-19,80
2023-11-20,69
2023-11-21,71
2023-11-22,76
2023-11-23,91
2023-11-24,91
2023-11-25,90
2023-11-26,91
2023-11-27,68
2023-11-28,61
2023-11-29,65
2023-11-30,63
2023-12-01,64
2023-12-02,83
2023-12-03,81
2023-12-04,64
2023-12-05,62
2023-12-06,64
2023-12-07,57
2023-12-08,62
2023-12-09,93
2023-12-10,100
2023-12-11,86
2023-12-12,76
2023-12-13,66
2023-12-14,71
2023-12-15,74
2023-12-16,85
2023-12-17,88
2023-12-18,70
2023-12-19,72
2023-12-20,69
2023-12-21,71
2023-12-22,77
2023-12-23,82
2023-12-24,83
2023-12-25,90
2023-12-26,89
2023-12-27,84
2023-12-28,82
2023-12-29,82
2023-12-30,90
2023-12-31,92
2024-01-01,80
2024-01-02,68
2024-01-03,71
2024-01-04,64
2024-01-05,70
2024-01-06,82
2024-01-07,80
2024-01-08,62
2024-01-09,59
2024-01-10,58
2024-01-11,58
2024-01-12,62
2024-01-13,75
2024-01-14,80
2024-01-15,71
2024-01-16,62
2024-01-17,61
2024-01-18,59
2024-01-19,63
2024-01-20,79
2024-01-21,79
2024-01-22,61
2024-01-23,63
2024-01-24,65
2024-01-25,62
2024-01-26,67
2024-01-27,77
2024-01-28,80
2024-01-29,57
2024-01-30,59
2024-01-31,56
2024-02-01,59
2024-02-02,56
2024-02-03,76
2024-02-04,86
2024-02-05,54
2024-02-06,53
2024-02-07,49
2024-02-08,52
2024-02-09,52
2024-02-10,74
2024-02-11,72
2024-02-12,48
2024-02-13,56
2024-02-14,53
2024-02-15,57
2024-02-16,60
2024-02-17,81
2024-02-18,87
2024-02-19,71
2024-02-20,58
2024-02-21,58
2024-02-22,73
2024-02-23,82
2024-02-24,96
2024-02-25,100
2024-02-26,71
2024-02-27,59
2024-02-28,58
2024-02-29,57
2024-03-01,61
2024-03-02,74
2024-03-03,87
2024-03-04,61
2024-03-05,56
2024-03-06,55
2024-03-07,56
2024-03-08,59
2024-03-09,80
2024-03-10,79
2024-03-11,59
2024-03-12,53
2024-03-13,53
2024-03-14,55
2024-03-15,51
2024-03-16,67
2024-03-17,75
2024-03-18,55
2024-03-19,52
2024-03-20,51
2024-03-21,50
2024-03-22,56
2024-03-23,70
2024-03-24,75
2024-03-25,53
2024-03-26,51
2024-03-27,53
2024-03-28,50
2024-03-29,54
2024-03-30,63
2024-03-31,67
2024-04-01,57
2024-04-02,51
